files/experiment_read_counts.json
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 7.333333333333333e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 1.9666666666666668e-06}, "H3K36me3": {"num_reads": 9e-07}}, "E117": {"H3K4me3": {"num_reads": 7.666666666666667e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.933333333333333e-06}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E116": {"H3K4me3": {"num_reads": 7e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 4.866666666666667e-06}, "H3K36me3": {"num_reads": 5.056780984701444e-07}}, "location": 9912442, "E113": {"H3K4me3": {"num_reads": 2.9544012394776783e-06}, "H3K27me3": {"num_reads": 1.4232212257661006e-06}, "H3K4me1": {"num_reads": 2.322166720003477e-06}, "H3K9me3": {"num_reads": 7.909806921613043e-06}, "H3K36me3": {"num_reads": 3.5832137186920435e-06}}, "E112": {"H3K4me3": {"num_reads": 3.377268088816747e-07}, "H3K27me3": {"num_reads": 7.055133978293877e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 5.9522726177488295e-06}, "H3K36me3": {"num_reads": 1.6798955899075539e-06}}, "read_dir": -1, "gene": "ENSG00000188681.7", "E119": {"H3K4me3": {"num_reads": 9.019579929600676e-07}, "H3K27me3": {"num_reads": 8.298582487207735e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 7.672502518224934e-06}, "H3K36me3": {"num_reads": 1.0263770252309402e-06}}, "E118": {"H3K4me3": {"num_reads": 3.0582921493518196e-07}, "H3K27me3": {"num_reads": 7.893746330480476e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.7666666666666668e-06}, "H3K36me3": {"num_reads": 9.202979418571866e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 8e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E117": {"H3K4me3": {"num_reads": 1.8333333333333333e-06}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 4.3333333333333335e-07}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "location": 40177875, "E113": {"H3K4me3": {"num_reads": 8.2723234705375e-07}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 4.3814466415159945e-08}, "H3K9me3": {"num_reads": 6.999829134170835e-08}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 3.7525200986852746e-06}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 1.1446678111055442e-07}, "H3K36me3": {"num_reads": 3.817944522517168e-08}}, "read_dir": 1, "gene": "ENSG00000157557.7", "E119": {"H3K4me3": {"num_reads": 2.856200311040214e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 3.5476188932481107e-06}, "H3K27me3": {"num_reads": 6.864127243896066e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.5666666666666665e-06}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 1.6666666666666667e-06}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 1.3e-06}}, "E117": {"H3K4me3": {"num_reads": 3.4333333333333332e-06}, "H3K27me3": {"num_reads": 3.3333333333333335e-07}, "H3K4me1": {"num_reads": 2.9333333333333333e-06}, "H3K9me3": {"num_reads": 7.333333333333333e-07}, "H3K36me3": {"num_reads": 1.7666666666666668e-06}}, "E116": {"H3K4me3": {"num_reads": 8.666666666666667e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 1.5333333333333334e-06}, "H3K9me3": {"num_reads": 7e-07}, "H3K36me3": {"num_reads": 1.4250928229613163e-06}}, "location": 40181560, "E113": {"H3K4me3": {"num_reads": 1.1226724710015177e-06}, "H3K27me3": {"num_reads": 3.234593694922956e-07}, "H3K4me1": {"num_reads": 1.4020629252851182e-06}, "H3K9me3": {"num_reads": 2.799931653668334e-07}, "H3K36me3": {"num_reads": 1.29393828730546e-06}}, "E112": {"H3K4me3": {"num_reads": 9.756552256581714e-07}, "H3K27me3": {"num_reads": 1.8566142048141784e-07}, "H3K4me1": {"num_reads": 1.2144459754986163e-06}, "H3K9me3": {"num_reads": 5.723339055527721e-07}, "H3K36me3": {"num_reads": 1.5653572542320388e-06}}, "read_dir": 1, "gene": "ENSG00000157557.7", "E119": {"H3K4me3": {"num_reads": 4.509789964800338e-07}, "H3K27me3": {"num_reads": 4.4684674931118574e-07}, "H3K4me1": {"num_reads": 1.4e-06}, "H3K9me3": {"num_reads": 5.191918997295068e-07}, "H3K36me3": {"num_reads": 1.5125556161298066e-06}}, "E118": {"H3K4me3": {"num_reads": 4.893267438962911e-06}, "H3K27me3": {"num_reads": 8.23695269267528e-07}, "H3K4me1": {"num_reads": 2.9333333333333333e-06}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 3.221042796500153e-06}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 2.3333333333333333e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E117": {"H3K4me3": {"num_reads": 3e-07}, "H3K27me3": {"num_reads": 3.6666666666666667e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 3e-07}}, "E116": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 3e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 40310353, "E113": {"H3K4me3": {"num_reads": 2.9544012394776785e-07}, "H3K27me3": {"num_reads": 5.822268650861321e-07}, "H3K4me1": {"num_reads": 5.257735969819194e-07}, "H3K9me3": {"num_reads": 3.4999145670854175e-07}, "H3K36me3": {"num_reads": 5.972022864486739e-07}}, "E112": {"H3K4me3": {"num_reads": 4.878276128290857e-07}, "H3K27me3": {"num_reads": 2.227937045777014e-07}, "H3K4me1": {"num_reads": 4.026847181916465e-06}, "H3K9me3": {"num_reads": 4.960227181457359e-07}, "H3K36me3": {"num_reads": 4.1997389747688847e-07}}, "read_dir": -1, "gene": "ENSG00000205622.4", "E119": {"H3K4me3": {"num_reads": 1.8790791520001407e-07}, "H3K27me3": {"num_reads": 6.383524990159797e-07}, "H3K4me1": {"num_reads": 6.333333333333333e-07}, "H3K9me3": {"num_reads": 4.038159220118386e-07}, "H3K36me3": {"num_reads": 5.401984343320738e-08}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 4.804889070727246e-07}, "H3K4me1": {"num_reads": 8e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.3333333333333333e-07}, "H3K27me3": {"num_reads": 4e-07}, "H3K4me1": {"num_reads": 5e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E117": {"H3K4me3": {"num_reads": 2.3333333333333333e-07}, "H3K27me3": {"num_reads": 4e-07}, "H3K4me1": {"num_reads": 6.333333333333333e-07}, "H3K9me3": {"num_reads": 4.6666666666666666e-07}, "H3K36me3": {"num_reads": 4.6666666666666666e-07}}, "E116": {"H3K4me3": {"num_reads": 2.6666666666666667e-07}, "H3K27me3": {"num_reads": 3.3333333333333335e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 4.3333333333333335e-07}, "H3K36me3": {"num_reads": 2.2985368112279293e-07}}, "location": 40328392, "E113": {"H3K4me3": {"num_reads": 7.681443222641964e-07}, "H3K27me3": {"num_reads": 3.881512433907547e-07}, "H3K4me1": {"num_reads": 1.0077327275486786e-06}, "H3K9me3": {"num_reads": 4.899880393919585e-07}, "H3K36me3": {"num_reads": 2.9860114322433694e-07}}, "E112": {"H3K4me3": {"num_reads": 4.5030241184223293e-07}, "H3K27me3": {"num_reads": 5.941165455405371e-07}, "H3K4me1": {"num_reads": 8.948549293147699e-07}, "H3K9me3": {"num_reads": 8.394230614773991e-07}, "H3K36me3": {"num_reads": 6.490505688279185e-07}}, "read_dir": -1, "gene": "ENSG00000205622.4", "E119": {"H3K4me3": {"num_reads": 4.1339741344003094e-07}, "H3K27me3": {"num_reads": 7.660229988191756e-07}, "H3K4me1": {"num_reads": 1.6666666666666667e-06}, "H3K9me3": {"num_reads": 1.7306396657650227e-07}, "H3K36me3": {"num_reads": 1.6205953029962215e-07}}, "E118": {"H3K4me3": {"num_reads": 3.6699505792221835e-07}, "H3K27me3": {"num_reads": 4.804889070727246e-07}, "H3K4me1": {"num_reads": 2.4333333333333335e-06}, "H3K9me3": {"num_reads": 4.3333333333333335e-07}, "H3K36me3": {"num_reads": 3.4511172819644496e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.6666666666666667e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 5.666666666666667e-07}, "H3K9me3": {"num_reads": 5e-07}, "H3K36me3": {"num_reads": 1.0666666666666667e-06}}, "E117": {"H3K4me3": {"num_reads": 6.333333333333333e-07}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 1.4333333333333333e-06}, "H3K9me3": {"num_reads": 4.3333333333333335e-07}, "H3K36me3": {"num_reads": 2.1e-06}}, "E116": {"H3K4me3": {"num_reads": 1.6666666666666667e-06}, "H3K27me3": {"num_reads": 2.6666666666666667e-07}, "H3K4me1": {"num_reads": 1.1333333333333334e-06}, "H3K9me3": {"num_reads": 3.6666666666666667e-07}, "H3K36me3": {"num_reads": 1.563005031634992e-06}}, "location": 40552364, "E113": {"H3K4me3": {"num_reads": 2.9544012394776785e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.943301977364395e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 5.474354292446177e-07}}, "E112": {"H3K4me3": {"num_reads": 3.752520098685275e-07}, "H3K27me3": {"num_reads": 1.8566142048141784e-07}, "H3K4me1": {"num_reads": 9.587731385515392e-07}, "H3K9me3": {"num_reads": 3.4340034333166326e-07}, "H3K36me3": {"num_reads": 5.345122331524035e-07}}, "read_dir": -1, "gene": "ENSG00000183527.6", "E119": {"H3K4me3": {"num_reads": 2.630710812800197e-07}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-07}, "H3K9me3": {"num_reads": 1.7306396657650227e-07}, "H3K36me3": {"num_reads": 1.836674676729051e-06}}, "E118": {"H3K4me3": {"num_reads": 2.4466337194814557e-07}, "H3K27me3": {"num_reads": 1.3728254487792131e-07}, "H3K4me1": {"num_reads": 2.0333333333333335e-06}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.7255586409822248e-06}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 7.533333333333333e-06}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 4e-07}}, "E117": {"H3K4me3": {"num_reads": 1.5e-05}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E116": {"H3K4me3": {"num_reads": 6.5e-06}, "H3K27me3": {"num_reads": 2.3333333333333333e-07}, "H3K4me1": {"num_reads": 4.3333333333333335e-07}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 1.8388294489823436e-07}}, "location": 40555213, "E113": {"H3K4me3": {"num_reads": 6.381506677271785e-06}, "H3K27me3": {"num_reads": 2.587674955938365e-07}, "H3K4me1": {"num_reads": 5.695880633970793e-07}, "H3K9me3": {"num_reads": 5.599863307336668e-07}, "H3K36me3": {"num_reads": 6.4696914365273e-07}}, "E112": {"H3K4me3": {"num_reads": 2.59674390829021e-05}, "H3K27me3": {"num_reads": 1.8566142048141784e-07}, "H3K4me1": {"num_reads": 1.2144459754986163e-06}, "H3K9me3": {"num_reads": 9.157342488844354e-07}, "H3K36me3": {"num_reads": 4.5815334270206014e-07}}, "read_dir": -1, "gene": "ENSG00000183527.6", "E119": {"H3K4me3": {"num_reads": 2.3789142064321782e-05}, "H3K27me3": {"num_reads": 8.298582487207735e-07}, "H3K4me1": {"num_reads": 4e-07}, "H3K9me3": {"num_reads": 4.615039108706727e-07}, "H3K36me3": {"num_reads": 5.401984343320738e-08}}, "E118": {"H3K4me3": {"num_reads": 2.7341131815205267e-05}, "H3K27me3": {"num_reads": 1.2012222676818116e-06}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 2.875931068303708e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 9e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E117": {"H3K4me3": {"num_reads": 8.666666666666667e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 4.3333333333333335e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "location": 40555311, "E113": {"H3K4me3": {"num_reads": 1.1817604957910714e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 4.9766857204056155e-08}}, "E112": {"H3K4me3": {"num_reads": 2.926965676974514e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 6.391820923676929e-08}, "H3K9me3": {"num_reads": 1.907779685175907e-07}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000183527.6", "E119": {"H3K4me3": {"num_reads": 2.1045686502401577e-06}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 8.563218018185095e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1.0333333333333333e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E117": {"H3K4me3": {"num_reads": 1.3333333333333334e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 4.3333333333333335e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 0.0}}, "location": 40555414, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-07}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 6.999829134170835e-08}, "H3K36me3": {"num_reads": 1.9906742881622462e-07}}, "E112": {"H3K4me3": {"num_reads": 2.7768648730271034e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 3.8155593703518144e-08}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000183527.6", "E119": {"H3K4me3": {"num_reads": 1.9166607350401436e-06}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 2.1408045045462737e-06}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 1.1503724273214832e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.5e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E117": {"H3K4me3": {"num_reads": 4e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 2.5666666666666665e-06}, "H3K27me3": {"num_reads": 1.3333333333333334e-07}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 9.194147244911718e-08}}, "location": 40555777, "E113": {"H3K4me3": {"num_reads": 1.1817604957910714e-06}, "H3K27me3": {"num_reads": 6.469187389845912e-08}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 9.953371440811231e-08}}, "E112": {"H3K4me3": {"num_reads": 6.979687383554611e-06}, "H3K27me3": {"num_reads": 1.4852913638513427e-07}, "H3K4me1": {"num_reads": 2.5567283694707715e-07}, "H3K9me3": {"num_reads": 7.631118740703629e-08}, "H3K36me3": {"num_reads": 2.6725611657620175e-07}}, "read_dir": -1, "gene": "ENSG00000183527.6", "E119": {"H3K4me3": {"num_reads": 7.290827109760546e-06}, "H3K27me3": {"num_reads": 3.1917624950798983e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 7.645730373379549e-06}, "H3K27me3": {"num_reads": 4.804889070727246e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 8e-07}}, "E117": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-06}}, "E116": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 1.7009172403086677e-06}}, "location": 40572422, "E113": {"H3K4me3": {"num_reads": 1.772640743686607e-07}, "H3K27me3": {"num_reads": 5.17534991187673e-07}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 1.29393828730546e-06}}, "E112": {"H3K4me3": {"num_reads": 1.8762600493426374e-07}, "H3K27me3": {"num_reads": 1.8566142048141784e-07}, "H3K4me1": {"num_reads": 2.5567283694707715e-07}, "H3K9me3": {"num_reads": 2.2893356222110885e-07}, "H3K36me3": {"num_reads": 1.7180750351327255e-06}}, "read_dir": -1, "gene": "ENSG00000185658.8", "E119": {"H3K4me3": {"num_reads": 1.8790791520001407e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 1.7306396657650227e-07}, "H3K36me3": {"num_reads": 1.4045159292633918e-06}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 2.2432262332768923e-06}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-07}}, "E117": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 2.3333333333333333e-07}, "H3K4me1": {"num_reads": 3e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-06}}, "E116": {"H3K4me3": {"num_reads": 3e-07}, "H3K27me3": {"num_reads": 2e-07}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 8.274732520420546e-07}}, "location": 40590586, "E113": {"H3K4me3": {"num_reads": 1.772640743686607e-07}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 4.3814466415159945e-08}, "H3K9me3": {"num_reads": 2.0999487402512505e-07}, "H3K36me3": {"num_reads": 1.4930057161216847e-07}}, "E112": {"H3K4me3": {"num_reads": 2.2515120592111647e-07}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 1.9175462771030784e-07}, "H3K9me3": {"num_reads": 7.631118740703629e-08}, "H3K36me3": {"num_reads": 9.54486130629292e-07}}, "read_dir": -1, "gene": "ENSG00000185658.8", "E119": {"H3K4me3": {"num_reads": 7.516316608000563e-08}, "H3K27me3": {"num_reads": 1.2767049980319594e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 9.723571817977329e-07}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 4e-07}, "H3K36me3": {"num_reads": 1.4954841555179282e-06}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 7.333333333333333e-07}}, "E117": {"H3K4me3": {"num_reads": 3e-07}, "H3K27me3": {"num_reads": 2e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1.5333333333333334e-06}}, "E116": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 1.3333333333333334e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.2412098780630818e-06}}, "location": 40601318, "E113": {"H3K4me3": {"num_reads": 1.772640743686607e-07}, "H3K27me3": {"num_reads": 3.881512433907547e-07}, "H3K4me1": {"num_reads": 3.0670126490611963e-07}, "H3K9me3": {"num_reads": 2.799931653668334e-07}, "H3K36me3": {"num_reads": 1.1446377156932917e-06}}, "E112": {"H3K4me3": {"num_reads": 2.6267640690796924e-07}, "H3K27me3": {"num_reads": 3.341905568665521e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 3.0524474962814515e-07}, "H3K36me3": {"num_reads": 1.8326133708082406e-06}}, "read_dir": -1, "gene": "ENSG00000185658.8", "E119": {"H3K4me3": {"num_reads": 1.1274474912000845e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 1.4045159292633918e-06}}, "E118": {"H3K4me3": {"num_reads": 1.8349752896110918e-07}, "H3K27me3": {"num_reads": 1.02961908658441e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.783077262348299e-06}}}
